Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Virgin Islands (U.S.),VIR,"Trademark applications, resident, by count",IP.TMK.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,"Trademark applications, total",IP.TMK.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,"Industrial design applications, resident, by count",IP.IDS.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Patent applications, residents",IP.PAT.RESD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Patent applications, nonresidents",IP.PAT.NRES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,81.7329025268555,79.4922027587891,77.9821014404297,80.3006973266602,79.2688980102539,79.9001998901367,77.1425018310547,78.3770980834961,77.0920028686523,77.6604995727539,77.3917999267578,76.4849014282227,75.1772994995117,75.1032028198242,72.8115005493164,77.1544036865234,76.9672012329102,77.2360000610352,74.0764999389648,74.0660018920898,..
West Bank and Gaza,PSE,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.53826,94.12243,143.26611,323.50083,..,..,575.10944,..,..,..,..,..,..,..
West Bank and Gaza,PSE,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.22494,26.70692,..,71.75209,..,..,178.0999,..,..,..,..,..,..,..
West Bank and Gaza,PSE,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.9,..,..,..,..,..,5.4,..
West Bank and Gaza,PSE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.20833,0.16338,0.39655,0.39273,..,..,0.4922,..,..,..,..,..,..,..
West Bank and Gaza,PSE,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,67.18,54.88,90.86,87.74,98.95,101.18,113.74,150,149.84,180.72,193.31,214.62,211.13,228.3,244.28,219.24,241.05,324.96,375.95,..,..
West Bank and Gaza,PSE,High-technology exports (current US$),TX.VAL.TECH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,167530,489469,358718,974637,696891,1128720,376541,1101491,5860647,4340427,4292150,6243920,..,..
West Bank and Gaza,PSE,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,2281.47777777778,0,66999.8528618371,60897.4907328201,2091422.35368686,312493.353547339,1871006.58849809,2734000,1526000,1296000,900000,203000,292307.758274208,576598.479767461,816166.279014115,731750.730845548,919960.191851322,1307902.0545885,1080076.94206387,1312418.61760206,1569027.01997851,1873047.48007986,..
West Bank and Gaza,PSE,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,..,..,..,..,..,..,..,..,0,0,7907.94055618226,..,529.473906613142,45361.3253356184,26851.814628699,25000,36000,33000,3000,1000,5515112.07289295,4055.16431924883,..,0,0,0,0,1708.33608540835,0,0,..
West Bank and Gaza,PSE,"Trademark applications, nonresident, by count",IP.TMK.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Trademark applications, resident, by count",IP.TMK.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Trademark applications, total",IP.TMK.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Industrial design applications, resident, by count",IP.IDS.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,"Patent applications, residents",IP.PAT.RESD,..,..,..,..,..,..,..,..,7,9,7,6,9,16,10,20,14,11,..,..,20,7,36,43,29,5,16,15,..,..,..
"Yemen, Rep.",YEM,"Patent applications, nonresidents",IP.PAT.NRES,..,..,..,..,..,..,..,..,16,30,22,18,19,13,27,23,34,24,..,..,55,37,49,37,24,25,16,13,..,..,..
"Yemen, Rep.",YEM,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.6900024414063,..,..,..,85.3580017089844,..,..,..,..,..,..
"Yemen, Rep.",YEM,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.4,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,22.83,42.49,27.13,33.84,41.15,48.32,54.68,45.48,62.28,83.94,101.77,105.17,106.85,118.75,139.9,107.34,119.49,126.37,137.44,..,..
"Yemen, Rep.",YEM,High-technology exports (current US$),TX.VAL.TECH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,382625,398245,678968,584721,2668283,1319726,5030503,..,..,..,..,..
"Yemen, Rep.",YEM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9200000,9200000,-13920000,-4800000,-4800000,4800000,4800000,4800000,4800000,4800000,4800000,204945510,..,..,..,..
"Yemen, Rep.",YEM,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,149000000,0,8650000,33420000,0,0,0,0,0,0,2500000,..,..,..,..
"Yemen, Rep.",YEM,"Trademark applications, nonresident, by count",IP.TMK.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1261,1278,1737,1934,1746,..,2085,1042,..,1921,2575,1969,1842,1772,1755,..,..
"Yemen, Rep.",YEM,"Trademark applications, resident, by count",IP.TMK.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1120,1312,1867,2441,2772,..,2080,2191,..,1876,2020,1323,2561,2941,4044,..,..
"Yemen, Rep.",YEM,"Trademark applications, total",IP.TMK.TOTL,..,..,..,..,..,..,..,..,2011,1561,1943,1757,1934,2088,2381,2590,3604,4375,4518,3730,4165,3233,4951,3797,4595,3292,4403,4713,5799,..,..
"Yemen, Rep.",YEM,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,..,..,..,..,..,..,..,..,..,10,22,3,4,6,5,25,11,31,..,..,11,4,..,4,19,4,18,3,..,..,..
"Yemen, Rep.",YEM,"Industrial design applications, resident, by count",IP.IDS.RSCT,..,..,..,..,..,..,..,..,34,25,11,18,44,39,56,30,39,72,..,..,51,13,..,18,18,4,28,24,17,..,..
Zambia,ZMB,"Patent applications, residents",IP.PAT.RESD,7,1,7,4,..,4,6,..,..,5,..,6,3,3,1,5,4,19,26,9,5,3,7,13,14,20,15,12,..,..,..
Zambia,ZMB,"Patent applications, nonresidents",IP.PAT.NRES,50,47,64,60,..,39,36,..,..,34,..,25,6,10,27,22,9,20,17,9,12,21,31,26,25,12,18,10,..,..,..
Zambia,ZMB,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.9357986450195,76.8527984619141,..,..
Zambia,ZMB,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,47.6459,51.57535,53.51455,52.85704,..,..,..,..,..,..,..,..,41.71683,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,..,..,..,..,..,..,15.418,16.46243,15.81112,16.07406,..,..,..,..,..,..,..,..,64.521,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.1,..,..,..,..,..,14.4,..
Zambia,ZMB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,0.01104,0.00737,..,..,..,..,0.00544,0.00847,0.02223,0.02493,..,..,0.27819,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,33.6,51.96,61.54,47.78,42.84,60.19,67.37,69.27,92.07,76.52,89.14,101.03,106.12,119.47,134.46,157.23,181.66,209.45,213.07,..,..
Zambia,ZMB,High-technology exports (current US$),TX.VAL.TECH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9075537,6210779,4744232,15301948,54715143,40338876,21085881,53313918,256257250,36265768,25805507,22478701,..
Zambia,ZMB,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,0,0,..,..,..,..,..,-100000,200000,200000,400000,400000,400000,400000,..,400000,400000,1172724,1289996.4,444400,548844,3733435,3770201,1770000,1885050,2007578.25,2138070.83625,2287735.7947875,35002237.6954569,16903100,..
Zambia,ZMB,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,..
Zambia,ZMB,"Trademark applications, nonresident, by count",IP.TMK.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3155,2790,3391,3436,3042,2230,3726,2728,3386,3607,3407,3195,3361,3413,..,..,..
Zambia,ZMB,"Trademark applications, resident, by count",IP.TMK.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,314,240,255,247,358,524,378,470,633,398,527,682,793,1072,..,..,..
Zambia,ZMB,"Trademark applications, total",IP.TMK.TOTL,325,472,420,460,..,801,753,..,823,959,..,859,1299,1338,1660,1765,1893,1756,1948,1787,2936,2016,2548,2756,2644,2558,2739,3147,..,..,..
Zambia,ZMB,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,53,9,10,13,5,7,6,1,1,3,3,3,11,..,1,..,..,..,..
Zambia,ZMB,"Industrial design applications, resident, by count",IP.IDS.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,4,6,30,11,7,8,6,19,7,13,9,40,29,21,68,30,..,..,..
Zimbabwe,ZWE,"Patent applications, residents",IP.PAT.RESD,44,60,42,44,..,55,28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,8,..,..,..,..
Zimbabwe,ZWE,"Patent applications, nonresidents",IP.PAT.NRES,159,128,161,136,..,125,122,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19,5,..,..,..,..
Zimbabwe,ZWE,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.4450988769531,..,..,94.0250015258789,..,..,..,..,39.9706993103027,..
Zimbabwe,ZWE,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.5185,..,..,..,..,..,..,..,..
Zimbabwe,ZWE,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.7433,..,..,..,..,..,..,..,..
Zimbabwe,ZWE,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.6,..,..,..,..,12.4,..,..,..,..
Zimbabwe,ZWE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zimbabwe,ZWE,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,231.01,213.85,165.61,180.57,138.17,139.5,172.45,185.25,125.81,117.14,151.36,147.07,202.94,223.58,273,268.98,313.8,340.45,359.33,..,..
Zimbabwe,ZWE,High-technology exports (current US$),TX.VAL.TECH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58986684,9071079,9513492,8996039,20209903,19021957,12207057,11830010,13735165,11206210,9719357,27012994,..
Zimbabwe,ZWE,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,8144433.63282551,39956823.3293264,5797814.25987583,5285226.26521001,6029681.36741737,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6037763.7292,3783946.6128768,8847845.09946201,9305786.89264672,17830152.7959411,18668169.9773504,19545573.9662858,10372933.179002,4322232.37,..,..,..
Zimbabwe,ZWE,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,774908.738385353,1576115.64306655,993658.759847148,824758.468179408,603115.902336422,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1718404.8738,1811198.7369852,1894513.87888652,1981661.5173153,2072817.9471118,2168167.57267895,2267903.28102218,2372226.8319492,0,..,..,..
Zimbabwe,ZWE,"Trademark applications, nonresident, by count",IP.TMK.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1451,1251,1682,2399,3086,..,..,..,..
Zimbabwe,ZWE,"Trademark applications, resident, by count",IP.TMK.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,426,323,310,285,155,..,..,..,..
Zimbabwe,ZWE,"Trademark applications, total",IP.TMK.TOTL,1107,1255,1258,1229,1866,1926,2190,..,..,1,..,1,..,..,..,..,..,..,..,..,..,..,1877,1574,1992,1975,2021,..,..,..,..
Zimbabwe,ZWE,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zimbabwe,ZWE,"Industrial design applications, resident, by count",IP.IDS.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"Patent applications, residents",IP.PAT.RESD,..,..,..,702,703,795,902,..,777,809,1124,831,991,874,932,982,..,1027,..,..,1551,1688,..,2161,2184,2910,2928,3591,3791,..,..
Arab World,ARB,"Patent applications, nonresidents",IP.PAT.NRES,..,..,1499,1815,1780,2081,2131,..,3318,..,2428,2073,1892,1746,1946,2891,..,4738,..,..,4874,6324,..,6387,6135,7830,6829,9801,9185,..,..
Arab World,ARB,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.76,..
Arab World,ARB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.562098220601599,..,..,..,..,..,..,..,..,..
Arab World,ARB,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,8706.12278085886,9416.82137462783,9814.77538302418,11006.269555768,11998.5264080698,12881.0940952697,14660.699923625,16289.5910238796,18488.3,21995.36,24588.6,27827.58,31593.37,35017.79,37822.7,40957.6,45676.13,50420.03,58771.07,..,..
Arab World,ARB,High-technology exports (current US$),TX.VAL.TECH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3218662443,3220480650,7946249643,4507019694,..,..,..
Arab World,ARB,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,62048627.9217175,61495810.2049798,68243385.7993208,78748999.7879265,609512999.112863,224169818.359078,176057689.862944,491829384.014848,566753377.636297,532460827.801471,423152345.967249,402587709.238495,220064041.934977,210484830.340776,164739257.323495,289649778.388442,264755627.288143,513265852.821225,385879185.751437,392258199.623047,435296352.405628,422359090.712274,590060804.170495,611288303.496562,570922126.010764,637828488.803832,728556130.762444,601248464.900547,532717414.954503,525790410.403534,..
Arab World,ARB,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,5384885.99522934,4134818.03929226,1405501.95452616,5807257.65610298,43379176.6685663,50984681.5121339,61075577.2589918,59092853.2161149,73297584.576223,62633819.2531487,99847249.8781775,78702515.7125305,74893529.5256933,165457003.008726,133984587.657052,174411828.808832,318268578.534546,157473828.154303,41334881.8671488,63801539.9242992,48832292.9074367,53838247.2605413,30495082.1401734,102773106.347284,64825403.0959116,65533309.552375,74105128.4105739,80221164.3816608,68558026.9923839,71903355.3768978,..
Arab World,ARB,"Trademark applications, nonresident, by count",IP.TMK.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89787,..,117056,110359,..,..
Arab World,ARB,"Trademark applications, resident, by count",IP.TMK.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68120,..,98697,87601,..,..
Arab World,ARB,"Trademark applications, total",IP.TMK.TOTL,..,..,..,..,..,..,..,..,..,..,50463,..,..,..,53851,63172,75102,..,74074,64177,..,80519,83246,84284,113037,140326,119121,178589,156759,..,..
Arab World,ARB,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6914,6573,6253,5183,..,..
Arab World,ARB,"Industrial design applications, resident, by count",IP.IDS.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7429,6364,6871,8653,7691,..,..
Caribbean small states,CSS,"Patent applications, residents",IP.PAT.RESD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40,..,31,..,39,..,..
Caribbean small states,CSS,"Patent applications, nonresidents",IP.PAT.NRES,..,..,143,..,..,..,..,..,..,..,..,403,..,..,362,373,495,631,539,..,..,..,514,481,552,410,359,322,247,..,..
Caribbean small states,CSS,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.9307692307692,..
Caribbean small states,CSS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,247.399471719126,336.458015995882,324.178088407374,334.234306629324,384.385446608966,408.326443270565,379.097435237782,458.817455436635,485.600782706925,523.92,508.33,535.94,561.5,535.13,638.89,470.79,561.53,595.93,567.95,..,..
Caribbean small states,CSS,High-technology exports (current US$),TX.VAL.TECH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,21694880.1742919,25548148.1481481,24811437.9084968,19530512.0390344,31576303.5453932,41543699.7371705,65584932.1071937,62887466.4051942,77773071.3237908,95346834.2037037,96575751.5705556,87461323.8488889,96757441.2919513,73326422.7420397,77531998.9328549,72339941.4320071,92922873.4348142,139842022.993326,137094955.09878,136343459.408544,112457442.812752,189561816.589682,207362528.910082,244522015.973826,223844636.411694,229673951.316419,209029690.000439,172167392.925761,180966505.054971,62234104.6013796,..
Caribbean small states,CSS,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,7650000,2850000,3400000,9700000,5450000,3950000,22100000,36125000,34403703.7037037,32950000,33975925.9259259,41800000,57030000,45056296.2962963,45729392.605,49776701.19,56406028.0348148,55948101.8148148,63127581.6763657,56424232.0959248,56314145.377647,66623110.5570799,63319846.138863,44619478.8786912,35796432.0371026,28391563.6170252,24444637.627131,7417116.98241438,6476100.86957963,7301378.35948112,..
Caribbean small states,CSS,"Trademark applications, nonresident, by count",IP.TMK.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8211,7836,8311,9705,9517,8990,10581,..,..
Caribbean small states,CSS,"Trademark applications, resident, by count",IP.TMK.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4378,3585,3751,5014,5319,4505,6915,..,..
Caribbean small states,CSS,"Trademark applications, total",IP.TMK.TOTL,..,..,..,..,..,..,5173,..,..,..,..,..,6034,..,..,..,..,..,..,..,..,..,10230,10230,10827,11101,10338,8993,8004,..,..
Caribbean small states,CSS,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,125,103,..,..,340,..,243,..,..
Caribbean small states,CSS,"Industrial design applications, resident, by count",IP.IDS.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,185,315,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Patent applications, residents",IP.PAT.RESD,9533,8086,7048,8147,7664,7676,7025,6882,6411,5863,6060,6212,6589,5888,6099,5561,5585,5994,6280,6947,7648,8262,7943,7919,7218,8044,7518,7053,7356,..,..
Central Europe and the Baltics,CEB,"Patent applications, nonresidents",IP.PAT.NRES,3926,3573,5364,8566,8606,8766,9041,12491,12916,16331,17805,17322,18698,14807,9533,6308,1467,1003,768,606,547,542,631,499,495,434,405,413,376,..,..
Central Europe and the Baltics,CEB,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,81.6630557658917,81.1577222191197,80.2646717219415,79.3697097935036,78.9571446918575,78.5194901076703,78.1913031984794,78.6584061547251,78.7452045841625,79.1744841115309,79.1508516711675,79.1945083860214,79.132113675568,78.7232230888552,78.3410856721915,78.2066592554741,78.3133928879625,78.0944453989966,78.4568881390502,78.4671660048058,78.6487112437716,78.7839415388363,78.8129339116856,..
Central Europe and the Baltics,CEB,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,1405.52560511375,1393.9209630898,1403.73842544148,1378.86057863247,1371.3196962842,1386.03720346461,1407.3792111367,1420.19386351409,1489.51120713518,1608.7300088349,1615.0609965399,1678.49413493566,1743.72799228322,1760.98951622476,1833.50800408181,1849.97733052031,1923.00869499231,1999.99296724461,2107.66429436467,2148.37720825422,2224.56427864837,2547.02582665445,2690.76471863498,..,..
Central Europe and the Baltics,CEB,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,..,..,..,..,..,..,602.472825605383,542.938521549583,517.488814497094,482.689820451328,442.505273845316,427.243722221557,422.686157133652,404.137838370974,409.384289650409,439.855143122603,465.964909519298,461.939186458459,455.357179845671,462.804699088899,494.422068899859,559.531833365996,619.857365674651,623.426821841101,639.586102559479,654.00914681074,625.667737037652,656.781634802459,..,..,..
Central Europe and the Baltics,CEB,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.09090909090909,..
Central Europe and the Baltics,CEB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,0.72560527615034,0.751286471318407,0.733582441433465,0.738389359191724,0.745930271819095,0.750826044449313,0.739911993807345,0.73206774070064,0.735530521413723,0.736605588639819,0.753067016034266,0.756947330402932,0.782459650953145,0.827090793114235,0.87597793039965,0.960087843241809,1.05877574084756,1.0621385768238,1.08926278551497,1.14593545235447,1.02645569875454,1.08911442527987,1.20390523766202,..,..
